"thread_name","post_content","post_date"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_134]#Q&_^Q&Q#AVATAR:https://images.gog.com/7522288e18cc1711f622ff9fe41346c6010a43974e047d76518ad471379ded94_avm.jpg#Q&_^Q&Q#USERNAME:Cavalary#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:134#Q&_^Q&Q# \n   Or GOG could at least make exceptions for the bot's IP and login, if not send the info directly, as they should have done all along for MaGOG as well. You know, since you're struggling to do their job for them and all, would be nice. \n  #Q&_^Q&Q#LINK:134#Q&_^Q&Q#[/quote] \n  \n I'm pretty sure this was a reaction to WinterSnowfall scanning the ID ranges for unreleased games. I doubt they'd make an exception just for me.""","2017-10-10 22:10:30"
"b'Bundling GOG Galaxy without clear permission is NOT OK'","b'Finally another thread discussing this topic!'","2017-10-10 23:02:16"
"b'Unofficial GOG API Documentation'","b'[quote_93]#Q&_^Q&Q#AVATAR:https://images.gog.com/48689112ea1e614b099a281ef23c76087e1a1a94bbdba2492dbd59b7ce1fa560_avm.jpg#Q&_^Q&Q#USERNAME:qrthur#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:93#Q&_^Q&Q# \n   Me asking this was a way to find out if GoG achievements were ""safe"" (unlike Steam\'s for example). So I suppose that GoG\'s achievements are not, and it would be quite easy to unlock any achievements in seconds, am I right? \n  #Q&_^Q&Q#LINK:93#Q&_^Q&Q#[/quote] \n  \n In terms of theoretical security GOG\'s achievements are as unsafe as Steam\'s. In practice they are a bit harder to modify, because GOG isn\'t as open about their interfaces. I still think the main reason nobody has written an achievement bot is because nobody cares. Without public profiles it just doesn\'t make much sense to cheat them. Why are you interested in achievements?'","2017-10-11 17:48:09"
"b'Unofficial GOG API Documentation'","b'[quote_97]#Q&_^Q&Q#AVATAR:https://images.gog.com/48689112ea1e614b099a281ef23c76087e1a1a94bbdba2492dbd59b7ce1fa560_avm.jpg#Q&_^Q&Q#USERNAME:qrthur#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:97#Q&_^Q&Q# \n   I love achievements, but \n   * if they are public (like in Steam (open api)/Playstation (secure *enough* system)) then I prefer them to be not easily hacked \n   * if they are private (as it is with GoG, which I did not realize) then it\'s completely fine either way, ""competing"" against my self can only be fair :-) \n  #Q&_^Q&Q#LINK:97#Q&_^Q&Q#[/quote] \n  \n The only way to make achievements harder to cheat is by forcing always-online play and an intrusive anti-cheat. There needs to be some piece of code in the game to trigger the achievements and as long as that code is running on a cheater\'s own computer, he can run it whenever he wants. Playstation gets around this by locking down the hardware, but that\'s not really possible with PCs. I understand your concerns, but what you\'re asking for without realizing is the worst form of DRM possible.'","2017-10-12 04:49:06"
"b'GOG Database - A website that collects data on GOG games'","b""The crawler script was broken from Nov 1st 00:00 to Nov 2nd 04:00 because I used a not so intended way of loading the catalog. It works for now, but I've not properly fixed it, so it may break again soon. I know 28 hours are not that big of a deal, but I'd still like to notify people about delayed or incorrect data.""","2017-11-02 05:21:21"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_138]#Q&_^Q&Q#AVATAR:https://images.gog.com/dab30df16913e4b2ebc5d52f2a79aa91016b2850df7f15419f27666aab862451_avm.jpg#Q&_^Q&Q#USERNAME:direspirefirewire#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:138#Q&_^Q&Q# \n   Hi Yepoleb, I noticed there are 2 entries for Bubsy: The Woolies Strike Back id: 1751048018 and 1503510643. 1503510643 has ""Game"" listed under Type but the store page button does not direct to Bubsy at all, only 1751048018 does. \n  \n   Dungeons 3 also has 2 entries but both store page buttons direct to the proper GOG page \n  #Q&_^Q&Q#LINK:138#Q&_^Q&Q#[/quote] \n  \n Sometimes GOG replaces ""Game"" entries with ""Package"" ones and GOG DB shows both, because I can\'t currently detect removed games. This will get improved in a future update. Just select the ""Package"" entry for now.'","2017-11-02 16:47:07"
"b'GOG Database - A website that collects data on GOG games'","b""I just updated the database script to use a more sane page sizes, I hope it won't break again anytime soon. \n  \n  [quote_141]#Q&_^Q&Q#AVATAR:https://images.gog.com/e6ffcb1e4d80bca49e44acb14eb8f3e91a35cd6b9051277f763793bbbf83df84_avm.jpg#Q&_^Q&Q#USERNAME:drmike#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:141#Q&_^Q&Q# \n   I just skimmed the thread and, yes I saw the mention about not wanting to get too advanced on the site but I wanted to ask about searching for publishers. \n  #Q&_^Q&Q#LINK:141#Q&_^Q&Q#[/quote] \n  \n A more advanced search is planned after MaGog stopped adding new games, the current search functions is just something I put together because there needed to be some way to find the game pages. I know I keep talking about new features and not really implementing anything. I'm just currently not really in the mood to do programming and prefer playing hat simulator. Sorry for keeping you waiting :(""","2017-11-03 04:32:35"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_144]#Q&_^Q&Q#AVATAR:https://images.gog.com/ff1e22551962f149deacc01444fdf69ad03b6096e66de3b84a659c335679b4a6_avm.jpg#Q&_^Q&Q#USERNAME:phaolo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:144#Q&_^Q&Q# \n   Wait.. hat simulator? :P \n   Btw, if you'll ever fed up with the project, please don't do like the gogrepo dev and simply warn us. \n  #Q&_^Q&Q#LINK:144#Q&_^Q&Q#[/quote] \n  \n Yeah, Team Fortress 2. What did the gogrepo dev do wrong?""","2017-11-04 02:50:02"
"b'GOG Database - A website that collects data on GOG games'","b""Just deployed an update that made the extended changelog page a lot prettier and added an Atom feed for it. I'm honestly really pleased with how it turned out and I hope you like it as well. If you don't, I'll just make the site incompatible with anything but the GOG Galaxy embedded browser &gt;:D.""","2017-11-09 05:58:22"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_154]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:154#Q&_^Q&Q# \n   The new changelog page format is also very nice indeed, though it seems the most recent posts are at the bottom of the page... wait, what? :P \n  #Q&_^Q&Q#LINK:154#Q&_^Q&Q#[/quote] \n  \n Wow, I can't believe I messed that up. I'll start working on a fix right away. \n  \n Edit: Should be fixed now, thanks for reporting.""","2017-11-09 20:50:49"
"b'Programming question: Check if two Unicode strings look the same'","b""What you're trying to do is pretty much a bad-word filter with a dynamic word list. They come with a whole range of problems, are high maintenance and usually don't work very well. Experience shows that users pretty much always find a way to circumvent them. If it was an easy problem, you'd expect internet giants like Google to have found a working solution already, but that's not the case. \n  \n I think the best way to combat impersonation is to make it easy to detect and report impersonators, which gets reviewed by humans. After all, coolguy123 and coolguy456 might have been using these names for a long while with no malicious intentions. I've seen cases like this one in the wild.""","2017-11-10 20:05:04"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_156]#Q&_^Q&Q#AVATAR:https://images.gog.com/ba64b1f1d183c5fe6bbc6920a04ff5e608a4e95534c2bcf33baa8b8345dc56c4_avm.jpg#Q&_^Q&Q#USERNAME:Cusith#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:156#Q&_^Q&Q# \n   A really minor thing but what are your thought on doing something with the 99.99 placeholder value that GOG assigns unpriced games? It seems out of place to evaluate it at face value in the pricing tab. \n  \n   Its probably a ton more work than its worth but its the only thing that really stands out as weird that isn't a title specific glitch. \n  \n   Anyway thanks a bunch for the site. \n  #Q&_^Q&Q#LINK:156#Q&_^Q&Q#[/quote] \n  \n I've decided to ignore the price data while the game is not actually sold. That change should come with the non-catalog games update because at that point I'll already have the code to handle entries without any price history. It bugs me as well, but not enough to pull it out of the bigger update.""","2017-11-14 18:56:58"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_160]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:160#Q&_^Q&Q# \n   One feature can be really useful - a filter in changelog. For instance, you want to track any changes that involve Linux. Now you\'d just need to manually sift through the [url=https://gogdb.yepoleb.me/changelog-ext]extended changelog[/url]. It would be nice to provide some filtering mechanism (using a regexp can make it very flexible) that would limit results. \n  \n   And if some common filters like ""Linux"" would produce their own feed, that would be really cool. \n  #Q&_^Q&Q#LINK:160#Q&_^Q&Q#[/quote] \n  \n Thanks for your suggestion! I am not generally against adding such a feature, but it\'s too specific for me to justify spending time on it. If you want to implement it in a way that can be merged into the main code tree, I\'d be happy to accept it. I can also give you read-only database access if you just want to make a small personal script for it.'","2017-11-17 20:33:39"
"b'GOG Database - A website that collects data on GOG games'","b""I just noticed that a single user is refreshing the changelog feed every 90 seconds and is already accounting for almost 50% of the bandwidth in the last few days. I don't know who you are, but I'd really appreciate if you [u]don't[/u] do that. The site only updates every 2 hours, so checking more often is quite pointless. Thanks &lt;3""","2017-11-18 07:48:54"
"b'GOG Database - A website that collects data on GOG games'","b""It's not a bot, just a regular Chrome browser. I can clearly see when that person went to bed and turned off their PC :D. It's not impacting server stability in any way, so I posted a warning here instead of blocking right away. Thanks for your concerns, but it looks like I'm just dealing with a very impatient American, not a malicious Chinese hacker.""","2017-11-19 01:04:08"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_172]#Q&_^Q&Q#AVATAR:https://images.gog.com/25eec87bea612fc2d91751c5d5e64f6aecf9e47788ff9d112f6d70e17bd1961b_avm.jpg#Q&_^Q&Q#USERNAME:drmike#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:172#Q&_^Q&Q# \n   The site appears to be having issues. It's not loading and the browser just sits there and spins. :( \n  \n   edit: Finally got an error: \n  \n      [quote] \n       Secure Connection Failed \n  \n       The connection to gogdb.yepoleb.me was interrupted while the page was loading. \n      [/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/25eec87bea612fc2d91751c5d5e64f6aecf9e47788ff9d112f6d70e17bd1961b_avm.jpg#Q&_^Q&Q#USERNAME:drmike#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:172#Q&_^Q&Q# \n  #Q&_^Q&Q#LINK:172#Q&_^Q&Q#[/quote] \n  \n The server probably ran out of RAM again. This happens like once every month and I still haven't figured out why. The Linux out of memory killer is being a completely useless piece of garbage and just ignores the situation until the system locks up and I am forced to reset the VM. If someone has any suggestions on how to fix this problem I'd really appreciate if you post them, because this is getting very annoying. Sorry for the downtime and thanks for reporting!""","2017-11-25 05:50:08"
"b'GOG Database - A website that collects data on GOG games'","b""I've just had about 16 hours updater downtime because GOG decreased the maximum page items again to the size they have on their store pages. I can't really blame them and this was somewhat expected, but I still took the risk and this is the result. Sorry for the delayed updates :( \n  \n The program causing the RAM problems seems to be my script. I've set a memory limit and enabled more verbose logging so I can hopefully find the bug at some point. Thanks for your suggestions.""","2017-11-28 07:07:27"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_179]#Q&_^Q&Q#AVATAR:https://images.gog.com/c262d18df6111263a7bd3532fd31e526f65ef30bc3652ca81525272eea3a5ea7_avm.jpg#Q&_^Q&Q#USERNAME:Sabin_Stargem#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:179#Q&_^Q&Q# \n   Would it possible for GogDB to compare the game version on GOG against what is on the Steam versions? It is bit of a problem with GOG games, in that they are rarely updated with their Steam cousins, sometimes not at all. \n  \n   Being able to easily know before parting with my dollars would be very reassuring. \n  #Q&_^Q&Q#LINK:179#Q&_^Q&Q#[/quote] \n  \n That's a great idea, but unfortunately way out of scope for what I intended GOG DB to be. The GOG Mix Cavalary suggested seems like more sensible approach to me. But as always, if someone wants to implement this themselves, I'm always happy to provide the data.""","2017-12-16 08:33:06"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_182]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:s1nka#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:182#Q&_^Q&Q# \n   GOGDB can export in csv? \n  #Q&_^Q&Q#LINK:182#Q&_^Q&Q#[/quote] \n  \n Not at the moment, do you need it?'","2017-12-18 18:58:36"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_184]#Q&_^Q&Q#AVATAR:https://images.gog.com/89861f6068da914aa41a1e8783ee1c6a48f386f93c7cf4da6cf24c42c4daf8a9_avm.jpg#Q&_^Q&Q#USERNAME:muntdefems#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:184#Q&_^Q&Q# \n   As discussed [url=https://www.gog.com/forum/general/the_what_did_just_update_thread/post18338]here (and subsequent posts)[/url] it seems like both [i]Surgeon Simulator 2013[/i] and its DLC have been removed from the catalog and replaced by a new single product that includes all the content. \n  \n   GOGdb has picked up the new catalog addition, but hasn\'t reported anything about the removals. In fact, the no longer available games [url=https://gogdb.yepoleb.me/products?search=surgeon]are still listed in it[/url]. Would it be easy for you to detect product removals and note them accordingly in GOGdb? (just like MaGog does/did, by adding ""[removed on MONTH DAY, YEAR; data from MONTH DAY, YEAR]"") \n  #Q&_^Q&Q#LINK:184#Q&_^Q&Q#[/quote] \n  \n It will be one of the first things I add when I start working on the project again. I\'m currently busy writing modding tools for Saints Row, but when they\'re done I\'m most likely coming back to GOG stuff.'","2017-12-19 04:33:12"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_190]#Q&_^Q&Q#AVATAR:https://images.gog.com/d9403ce9903b32282e1e73e4a1f36c196ee10ae4cc3f2981f72056c3491920ed_avm.jpg#Q&_^Q&Q#USERNAME:Lexor#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:190#Q&_^Q&Q# \n   Would it be hard to add hashes (md5) to file downloads tables? \n  #Q&_^Q&Q#LINK:190#Q&_^Q&Q#[/quote] \n  \n Kinda, it's a lot of initial requests and they have a very strict limit on the number of requests you can make to that API. I'll see how it works out.""","2017-12-20 00:47:52"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_186]#Q&_^Q&Q#AVATAR:https://images.gog.com/7c363ae6ae7d1bfada6c3e88db1faf265850f735e49b1a348d25d86ec9344cd7_avm.jpg#Q&_^Q&Q#USERNAME:badon#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:186#Q&_^Q&Q# \n   I noticed your page mentions Freenode\'s ##gogdb. I just went there, and it\'s almost completely empty. Why not come over to ##gaming instead, at least until activity in your project starts to take off? Joining the larger group is a great way to make people aware of your project. \n  #Q&_^Q&Q#LINK:186#Q&_^Q&Q#[/quote] \n  \n Thanks for the invite, I just joined the channel. I\'m also in #gog on QuakeNet. \n  \n  [quote_187]#Q&_^Q&Q#AVATAR:https://images.gog.com/4a9c2a53dc2b65b58af73f6548da03780dd70ff88dd3eef09dc129fc90f12682_avm.jpg#Q&_^Q&Q#USERNAME:s1nka#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:187#Q&_^Q&Q# \n      [quote_183]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:183#Q&_^Q&Q# \n       Not at the moment, do you need it? \n      #Q&_^Q&Q#LINK:183#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/4a9c2a53dc2b65b58af73f6548da03780dd70ff88dd3eef09dc129fc90f12682_avm.jpg#Q&_^Q&Q#USERNAME:s1nka#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:187#Q&_^Q&Q# \n   Yes. I write some scrips for magog db and check new release from console. But magog db currently work in legasy mode and don\'t have new games, i would like use GOG DB. \n  #Q&_^Q&Q#LINK:187#Q&_^Q&Q#[/quote] \n  \n You can use [url=https://gogdb.yepoleb.me/changelog.xml]https://gogdb.yepoleb.me/changelog.xml[/url] for now and filter on ""Added to catalog"". I\'ve thought about adding JSON versions of every page and this seems like a good reason to do it.'","2017-12-20 06:07:53"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b'[quote_55]#Q&_^Q&Q#AVATAR:https://images.gog.com/a07f9f45b17700d54c2a793139e1021c085ad109b2c8239f365ccd0bfc651ea5_avm.jpg#Q&_^Q&Q#USERNAME:Faalagorn#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:55#Q&_^Q&Q# \n   We still do not have the response Yepoleb asked Unity for \n  #Q&_^Q&Q#LINK:55#Q&_^Q&Q#[/quote] \n I doubt they will ever respond. I\'ll probably go the way of bundling it with a small game, but I haven\'t taken the time to properly learn Unity yet. If someone wants to provide one, please contact me. \n  \n  [quote_55]#Q&_^Q&Q#AVATAR:https://images.gog.com/a07f9f45b17700d54c2a793139e1021c085ad109b2c8239f365ccd0bfc651ea5_avm.jpg#Q&_^Q&Q#USERNAME:Faalagorn#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:55#Q&_^Q&Q# \n   P.S. The Russian forums also brought these two projects to light: [url=https://github.com/taviso/loadlibrary]https://github.com/taviso/loadlibrary[/url], ""a library that allows native Linux programs to load and call functions from a Windows DLL"" suggesting it could be some use for loading the plugins that the .so versions can not be found \n  #Q&_^Q&Q#LINK:55#Q&_^Q&Q#[/quote] \n loadlibrary only works with the most basic C libraries. A game dll is most likely not that and will require serious porting effort. For C++ it\'s probably easier to just reverse engineer the whole thing. I don\'t think this will be the project that improves Linux gaming in any way.'","2017-12-22 16:27:23"
"b'Unofficial GOG API Documentation'","b""[quote_99]#Q&_^Q&Q#AVATAR:https://images.gog.com/efc780a273eff0c808dc7692ed2049e0f456a167af84e40426480e9bd6edceea_avm.jpg#Q&_^Q&Q#USERNAME:kratord#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:99#Q&_^Q&Q# \n   Hello. \n  \n   I'm trying retrieve the prices of a game/product. I have try with api.gog.com/products/game_id, with /account/gameDetails/game_id.json and gog.com/userData.json, but i havent prices :( \n   I only retrieve prices with this: \n   embed.gog.com/games/ajax/filtered?mediaType=game&amp;search=Heroes \n   But i cant select a game_id (only search by names/words) \n   Whats wrong? Do you know a url with a game_id that retrieve the price? \n  \n   Thanks. \n  #Q&_^Q&Q#LINK:99#Q&_^Q&Q#[/quote] \n  \n The cleanest way would probably be to access the store page and parse the gogData variable. You can find an example of how to do that here: [url=https://github.com/Yepoleb/pygogapi/blob/ab15eafd568998f817b8c6cd9210f724cc81ff79/gogapi/api.py#L126]https://github.com/Yepoleb/pygogapi/blob/ab15eafd568998f817b8c6cd9210f724cc81ff79/gogapi/api.py#L126[/url]""","2018-01-16 04:19:06"
"b'GOG Database - A website that collects data on GOG games'","b""GOG DB has a new domain! I just switched the DNS entries over to the new server which should now automatically redirect you to [url=https://www.gogdb.org]https://www.gogdb.org[/url]. Nothing else changes, I just had the opportunity to save a few euros a month by switching to a new hosting model and though it's time to buy a proper domain as well. It's probably a bit risky to do this in the middle of a sale, but it's been prepared for about two weeks now and I didn't want to wait any longer. As always, please report bugs and thanks for following this project.""","2018-02-15 00:58:24"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_199]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d332087a0b58c80ad6abf47272602a4b94db20f8c6c8f8b4333b30efb2bded_avm.jpg#Q&_^Q&Q#USERNAME:BKGaming#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:199#Q&_^Q&Q# \n      [quote_198]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:198#Q&_^Q&Q# \n       GOG DB has a new domain! I just switched the DNS entries over to the new server which should now automatically redirect you to [url=https://www.gogdb.org]https://www.gogdb.org[/url]. Nothing else changes, I just had the opportunity to save a few euros a month by switching to a new hosting model and though it's time to buy a proper domain as well. It's probably a bit risky to do this in the middle of a sale, but it's been prepared for about two weeks now and I didn't want to wait any longer. As always, please report bugs and thanks for following this project. \n      #Q&_^Q&Q#LINK:198#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d332087a0b58c80ad6abf47272602a4b94db20f8c6c8f8b4333b30efb2bded_avm.jpg#Q&_^Q&Q#USERNAME:BKGaming#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:199#Q&_^Q&Q# \n   Cool thanks for the heads up... I updated my bookmark and will update the link for GOG DB on /r/GOG because the old one is throwing out warning due to security certificate. \n  #Q&_^Q&Q#LINK:199#Q&_^Q&Q#[/quote] \n Crap, I knew I forgot something. \n  \n Edit: Should be fixed now, thanks for reporting.""","2018-02-15 01:20:55"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_201]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d332087a0b58c80ad6abf47272602a4b94db20f8c6c8f8b4333b30efb2bded_avm.jpg#Q&_^Q&Q#USERNAME:BKGaming#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:201#Q&_^Q&Q# \n   Anyway I been meaning to ask have you thought about changing the search feature to be more of a Live Search, using JQuery/AJAX or whatever? Like GOG's search bar, type a few characters and see all the products without a page refresh? \n  \n   You could also add some more info to the home page like [url=https://steamdb.info/]SteamDB[/url] does, like top 20 newest releases on GOG, total games in catalog, number of file changes today, etc... some basic information. \n  #Q&_^Q&Q#LINK:201#Q&_^Q&Q#[/quote] \n  \n Thanks for your suggestions! I like them both, but at the current stage of development I think it's better to focus on adding more features and polish later. Getting on par with SteamDB is definitely planned in the far future though.""","2018-02-15 03:44:30"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_204]#Q&_^Q&Q#AVATAR:https://images.gog.com/d4f99113f8c78fb939af08fc087b14a6e1b6fe09370786fc8e9f3e8d33c0e618_avm.jpg#Q&_^Q&Q#USERNAME:Gede#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:204#Q&_^Q&Q# \n   This project is great! Lots of useful information. Thank you very much for your work. \n   Would it be possible to download the data for use in other projects in some way? I did not find any information regarding this on the website. Magog provided a convenient link. \n  #Q&_^Q&Q#LINK:204#Q&_^Q&Q#[/quote] \n  \n I'll figure out a way to export the data when I set up an automated backup system, which should happen pretty soon.""","2018-02-17 07:06:11"
"b'GOG Database - A website that collects data on GOG games'","b""First backup file is up [url=https://www.gogdb.org/backups]https://www.gogdb.org/backups[/url]/ \n  \n Edit: Some more information about the backup files: \n  \n They're created using the PostgreSQL \\copy command from all the tables in the database. Output should be classic CSV format with strings quoted as necessary. If you want to know more about how the tables are connected, check [url=https://github.com/Yepoleb/gogdb/blob/master/gogdb_site/models/model.py]model.py[/url] of the source code. To always get the latest version in a script, get filelist.txt first and download the file on the last line. New files are created every day at 00:00 CET.""","2018-02-17 22:17:56"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_209]#Q&_^Q&Q#AVATAR:https://images.gog.com/1809a2512d620d4b959a2bd084834cf59f4a2389aba723f6c49c638fee5f408e_avm.jpg#Q&_^Q&Q#USERNAME:HypersomniacLive#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:209#Q&_^Q&Q# \n   Not sure if this was requested/discussed before, and I missed it - is a link to the actual changelogs on the Extended Changelog page anywhere in the stars? \n  #Q&_^Q&Q#LINK:209#Q&_^Q&Q#[/quote] \n  \n No, I don't include them for copyright reasons. I've been planning to contact GOG about permission for a while now, but dealing with legal stuff is unfortunately not one of my hobbies, so I've put it off so far :(. \n  \n  [quote_208]#Q&_^Q&Q#AVATAR:https://images.gog.com/5c1efc6cc17dbe999b1dc45dd43af5ade4b8e46428a4441f3e12adb59389ea3e_avm.jpg#Q&_^Q&Q#USERNAME:contra_cultura#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:208#Q&_^Q&Q# \n   Congrats Yepoleb, this is such an awesome work, I can't believe I'm discovering it now. Great usability and display of information, the changelog feature is great. Keep it up. \n  #Q&_^Q&Q#LINK:208#Q&_^Q&Q#[/quote] \n  \n Thank you and everyone else who has left a nice comment. I don't usually respond to them because it would feel weird to have half of the thread filled with thanks, but I still appreciate them.""","2018-02-18 00:07:14"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_211]#Q&_^Q&Q#AVATAR:https://images.gog.com/a80269a57ae826b4401bc6d687d415d02b103d07e533e4ca482f2c887c1ac468_avm.jpg#Q&_^Q&Q#USERNAME:phaolo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:211#Q&_^Q&Q# \n   Can you please add some search filters in the Changelog? \n   For example, I need to check if there have been any ""extras"" updates in the last month, but currently I have to manually do it for each entry\\page. \n  \n   Also, can you put the page browser at the top too? \n  #Q&_^Q&Q#LINK:211#Q&_^Q&Q#[/quote] \n  \n Changelog searching is a bit too complicated for now, especially as I still don\'t have a proper way to search for games. I wrote a Python 3 script instead that works with the CSV dumps to extract the data. You can find a link to the dump on the main post and the script on Gist: [url=https://gist.github.com/Yepoleb/6dbd110ca8caca55573552ab9c8190cb]https://gist.github.com/Yepoleb/6dbd110ca8caca55573552ab9c8190cb[/url]. \n  \n Thanks for the suggestion about putting the page navigation on top and bottom, I\'ll try to find a way to make it work with the design.'","2018-02-23 00:43:56"
"b'GOG Database - A website that collects data on GOG games'","b'Quick downtime notice: The update script has been stuck since Friday. I was able to get some debugging information from the running processes this time, but as written previously, fixing this issue has been a challenge from the beginning. Sorry for the update delay and thanks to T_a_J for notifying me of the problem.'","2018-02-27 00:13:23"
